target_x,target_y,end_x,end_y
-574.2443,-394.8191,-598.383838287373,-412.19214495083014
-571.9014,-393.65097,-597.4018466490043,-410.5623485338744
-569.5793,-392.44214,-596.154537832331,-410.2358069143302
-567.27856,-391.19296,-594.0819297466537,-409.6422688720674
-565.0,-389.9038,-592.1880400538411,-408.8496007449045
-562.74426,-388.5751,-590.156765978868,-407.69048733100976
-560.5121,-387.2072,-588.0457167201907,-406.5926702132524
-558.30414,-385.8006,-586.846688570165,-404.98676435247717
-556.1211,-384.35562,-585.2892640906915,-404.48732473861577
-553.96356,-382.8728,-582.9854937106604,-403.1049206370564
-551.8322,-381.35254,-580.5999287044369,-402.2407992343165
-549.7277,-379.79532,-578.6065984506641,-400.5431316937854
-547.65076,-378.2016,-576.7461863137651,-397.4813672056008
-545.6019,-376.5719,-574.1233776963251,-395.8771153873805
-543.58185,-374.90668,-572.3874441095265,-394.79075612673057
-541.5911,-373.20645,-570.6046194097195,-393.3333233354246
-539.63043,-371.4717,-568.1517069930931,-392.68959235252527
-537.70026,-369.70306,-566.9574071483661,-391.2418690479164
-535.8013,-367.90097,-564.7212364274876,-389.9810530274824
-533.93396,-366.066,-562.8742569350735,-388.154801389871
-532.09906,-364.19876,-560.6818394727229,-387.0705067549716
-530.29694,-362.29974,-558.6399478325374,-385.7770801284778
-528.52826,-360.3696,-556.4564811073774,-384.710907317519
-526.7936,-358.40884,-555.5542501645165,-383.1418600820641
-525.0933,-356.41815,-553.5944607868031,-381.982350178249
-523.4281,-354.39807,-552.0445808855799,-381.4927256869241
-521.7984,-352.3492,-550.5142201345924,-379.9522355040874
-520.20465,-350.27225,-548.6757644427306,-378.5655871347003
-518.64746,-348.1678,-546.9925881096191,-376.3289680986608
-517.1272,-346.03647,-545.4552878551059,-374.20233393158463
-515.64435,-343.87894,-543.7794730447623,-371.8821906757682
-514.1994,-341.69586,-541.8998417794361,-369.5728713727289
-512.7928,-339.48788,-540.1003208122402,-368.03768678819625
-511.4249,-337.2557,-539.0804543305046,-365.7021157997546
-510.0962,-335.0,-537.1970970399027,-363.47360027266916
-508.80704,-332.72144,-535.5556558081228,-361.81901684445415
-507.55786,-330.42075,-534.989213524911,-359.4497054339963
-506.34903,-328.09857,-532.9185611033847,-357.5740074261488
-505.1809,-325.75568,-531.9530243249145,-355.77164876097174
-504.05383,-323.39273,-529.6547434422557,-353.30005787246284
-502.96817,-321.0105,-527.6851002189363,-350.27231620861977
-501.9243,-318.60968,-526.7357527955281,-347.5637278578443
-500.92242,-316.19098,-524.2800741821054,-344.0484114819607
-499.96292,-313.7552,-522.419625278334,-342.0881154309783
-499.0461,-311.303,-521.0401094212064,-338.5064437372205
-498.1722,-308.83524,-518.9589092477794,-335.248066056464
-497.34152,-306.35254,-517.5113323519133,-332.7382663818166
-496.5543,-303.85574,-516.109766838905,-330.0677945989881
-495.81076,-301.3456,-515.1027489651726,-327.64301249785535
-495.1111,-298.82285,-513.4228705922967,-325.0492899778095
-494.45563,-296.2883,-512.3800566692834,-322.48943333148543
-493.84448,-293.74265,-511.5716818580649,-320.19176976636686
-493.27786,-291.18677,-509.83860372754265,-317.7597391963587
-492.75592,-288.62134,-508.3537041240044,-315.56950282320963
-492.27884,-286.04724,-507.8622972838942,-313.383427342626
-491.84674,-283.46518,-507.03293424392484,-310.7366355599808
-491.45978,-280.87598,-505.8147715449405,-308.6211400859108
-491.11807,-278.2804,-504.9795117818039,-306.67842391778163
-490.82172,-275.67926,-503.74884151131664,-303.9399627057695
-490.5708,-273.07336,-502.81749378039785,-301.36810784610225
-490.3654,-270.46347,-501.87537725287984,-299.0247949401118
-490.20557,-267.8504,-500.7679458973954,-296.226946245728
-490.09137,-265.23492,-500.01062661475686,-293.70314884891843
-490.02286,-262.61786,-498.9983029468285,-290.28369635175085
-490.0,-260.0,-497.921927130634,-287.83249316438446
-490.02286,-257.38214,-497.37953655363475,-284.89581630555455
-490.09137,-254.76508,-496.93482516454685,-282.57763462786863
-490.20557,-252.14961,-496.2781559201439,-280.176275610226
-490.3654,-249.53653,-495.588457411248,-278.0602363666606
-490.5708,-246.92664,-495.09011301168164,-275.7193535220223
-490.82172,-244.32072,-494.09604496880723,-273.0279366549936
-491.11807,-241.7196,-493.75186265513116,-270.88484002082834
-491.45978,-239.12404,-493.81941158836565,-268.5717982304197
-491.84674,-236.53484,-493.07193197996116,-265.93154801136365
-492.27884,-233.95277,-492.8351246438959,-263.06141818529653
-492.75592,-231.37865,-492.90777215976055,-260.29873160189976
-493.27786,-228.81325,-492.7477596608185,-257.23743846222123
-493.84448,-226.25734,-493.05100325692865,-254.34772556495835
-494.45563,-223.71172,-492.80097570434316,-251.99330182208152
-495.1111,-221.17714,-493.6432410640671,-249.5785800830174
-495.81076,-218.6544,-493.9555002588035,-246.78083303498937
-496.5543,-216.14424,-494.2009317069558,-244.31580440675845
-497.34152,-213.64745,-494.7767778670599,-241.46009888315047
-498.1722,-211.16478,-495.2527013463476,-239.13189585112247
-499.0461,-208.69698,-496.2584396479882,-237.31420416594142
-499.96292,-206.24481,-497.5314076745391,-235.15207911174795
-500.92242,-203.809,-498.02421814146504,-232.53619347327435
-501.9243,-201.39034,-498.38461811111046,-229.6832055009075
-502.96817,-198.9895,-498.68313670240315,-226.43073186368753
-504.05383,-196.60725,-499.5571295450559,-223.89542254516596
-505.1809,-194.24432,-500.1462958596429,-221.40848522605802
-506.34903,-191.90143,-499.92708309189715,-218.26873841224156
-507.55786,-189.57927,-499.91053760215794,-214.8419285308289
-508.80704,-187.27856,-501.29467554705116,-212.28349397391523
-510.0962,-185.0,-501.8070805594355,-209.44274967402635
-511.4249,-182.7443,-501.96728230006096,-206.3823734068706
-512.7928,-180.51212,-502.8139382819806,-203.4312825254127
-514.1994,-178.30414,-502.91198153192005,-200.09920761107665
-515.64435,-176.12106,-504.12407949318043,-196.98189817810587
-517.1272,-173.96353,-504.52436944817487,-193.82581556692324
-518.64746,-171.83221,-505.2404544680582,-190.90194742696164
-520.20465,-169.72775,-506.1985607196537,-188.63819915641892
-521.7984,-167.65077,-507.5355606068126,-186.85965902212627
-523.4281,-165.60194,-508.8413453638844,-184.63699353263843
-525.0933,-163.58186,-510.1516982526397,-182.2229734465613
-526.7936,-161.59114,-510.9549959847838,-180.65815638886127
-528.52826,-159.6304,-512.7670492766765,-179.15277785623366
-530.29694,-157.70024,-514.771219571984,-177.94824628078925
-532.09906,-155.80124,-516.3270220680881,-176.69553998419892
-533.93396,-153.93398,-517.7019001339876,-175.2127976283532
-535.8013,-152.09903,-519.8452859757281,-173.51721080252324
-537.70026,-150.29695,-522.1845692664348,-171.81063157551188
-539.63043,-148.52827,-524.8040180332359,-170.62073808404887
-541.5911,-146.79356,-526.5219077915641,-168.75791083550658
-543.58185,-145.09334,-527.9498334381941,-167.38458393366224
-545.6019,-143.4281,-529.6046959287345,-166.0203356999105
-547.65076,-141.79839,-531.4046248985361,-164.13917939674587
-549.7277,-140.20467,-533.9105481031149,-162.50757554090237
-551.8322,-138.64745,-535.2944315487672,-161.22852484053442
-553.96356,-137.1272,-537.0236812805776,-159.63984708338495
-556.1211,-135.64436,-538.8439015540094,-158.63952516147302
-558.30414,-134.19942,-541.308959271308,-157.1135827483896
-560.5121,-132.79279,-543.3339507124814,-155.28151704851473
-562.74426,-131.42491,-545.1563671115165,-154.28380264022118
-565.0,-130.09619,-547.5152173600083,-153.49547983712188
-567.27856,-128.80704,-549.1170737751845,-152.64274553826237
-569.5793,-127.55786,-550.7166962813358,-151.0190541084301
-571.9014,-126.34902,-552.09037448105,-149.48169654523485
-574.2443,-125.18089,-553.709952885177,-148.07061599855112
-576.60724,-124.05383,-555.5161929763661,-146.7771035430733
-578.9895,-122.96818,-556.9816118679381,-145.40880538164515
-581.3903,-121.92427,-558.8056713642632,-144.1668378017599
-583.809,-120.922424,-560.5254253468985,-142.62623341713424
-586.2448,-119.96294,-562.3847888081743,-141.61599552513272
-588.69696,-119.046104,-564.5591805270956,-140.47714815215522
-591.1648,-118.17221,-567.3149097526795,-139.02343646619192
-593.64746,-117.34152,-569.203317791726,-138.00331346171595
-596.1442,-116.55428,-570.7305444853124,-137.24216574841148
-598.6544,-115.810745,-572.9136021224745,-136.02765562230724
-601.1771,-115.11113,-575.4523247219079,-135.62975421335204
-603.71173,-114.45564,-577.93682939653,-134.7429925309958
-606.2573,-113.84449,-579.8804771247902,-134.3143388596298
-608.81323,-113.27786,-582.1226162419787,-134.32473477441752
-611.37866,-112.75592,-584.3091342674509,-134.17277637539559
-613.95276,-112.27884,-586.3845899924142,-134.21095415155548
-616.53485,-111.84675,-588.9428720097659,-134.03490099529168
-619.124,-111.45979,-592.0037929627925,-133.9893809290645
-621.7196,-111.11808,-594.9364501395291,-134.04676559756672
-624.32074,-110.82172,-598.2860500041476,-133.93996265697479
-626.92664,-110.57079,-601.198754485518,-134.09048583967123
-629.5365,-110.365395,-603.9126125213713,-133.94689395394784
-632.1496,-110.20557,-606.1551312481897,-133.7367032378809
-634.7651,-110.09138,-608.220857711616,-133.98476902807667
-637.38214,-110.02284,-610.7443080797436,-133.86850605223003
-640.0,-110.0,-613.920290182544,-133.91233752100823
-642.61786,-110.02284,-616.5609360629471,-133.65453306324733
-645.2349,-110.09138,-619.502078039492,-133.59779416204577
-647.8504,-110.20557,-621.1096914441315,-133.28965978152712
-650.4635,-110.365395,-623.3534910059323,-133.40553600816497
-653.07336,-110.57079,-625.2637186860688,-133.04448147175827
-655.67926,-110.82172,-628.4555278937029,-133.308602100058
-658.2804,-111.11808,-630.9354197547996,-133.37179151045137
-660.876,-111.45979,-633.6127321292709,-133.00779168789614
-663.46515,-111.84675,-636.0292888844173,-133.04360765189654
-666.04724,-112.27884,-638.4060861681191,-133.0420022548467
-668.62134,-112.75592,-641.1305928549009,-133.16944070063317
-671.18677,-113.27786,-642.9518118387828,-133.43596951195968
-673.7427,-113.84449,-645.77339289464,-133.2904736209861
-676.28827,-114.45564,-647.3488994258101,-133.6325000194241
-678.8229,-115.11113,-649.346583847327,-134.1208743266577
-681.3456,-115.810745,-651.6280260817422,-134.783061564659
-683.8558,-116.55428,-654.5176960293691,-135.488185297666
-686.35254,-117.34152,-656.8830316258808,-135.58401465135276
-688.8352,-118.17221,-659.411894999976,-136.13399793269974
-691.30304,-119.046104,-661.3761074921182,-136.4558163329738
-693.7552,-119.96294,-663.5393607039326,-136.6823185593908
-696.191,-120.922424,-665.4141460394377,-136.94859108295293
-698.6097,-121.92427,-669.0468631279563,-137.67916143211735
-701.0105,-122.96818,-671.8166719999975,-138.1385310966435
-703.39276,-124.05383,-675.0597719907895,-138.67676192261823
-705.7557,-125.18089,-677.2348329365831,-139.4056905085667
-708.0986,-126.34902,-679.2137244463232,-140.02207824070535
-710.4207,-127.55786,-680.6596080659225,-141.31222833877263
-712.72144,-128.80704,-683.8474414262537,-142.28743130809664
-715.0,-130.09619,-686.1199877107707,-143.02975630942154
-717.25574,-131.42491,-688.4071612884636,-144.06544384662996
-719.4879,-132.79279,-691.5034705191168,-145.381646123035
-721.69586,-134.19942,-694.0986932677135,-146.52567272602252
-723.8789,-135.64436,-697.2499698508261,-147.40840286187165
-726.03644,-137.1272,-700.0804496861994,-148.28262704303495
-728.1678,-138.64745,-702.6392243251528,-149.26906212909205
-730.2723,-140.20467,-704.9372097238667,-150.85008342211188
-732.34924,-141.79839,-707.6528087264978,-152.2295889599974
-734.3981,-143.4281,-710.7683557821998,-153.21697087217464
-736.41815,-145.09334,-713.1164922070408,-154.11615832958006
-738.4089,-146.79356,-715.0958184650972,-155.47679638080234
-740.36957,-148.52827,-717.239911769505,-157.1350800803123
-742.29974,-150.29695,-718.9000991878208,-158.7659998120925
-744.1987,-152.09903,-721.2761955553292,-160.53858677060163
-746.06604,-153.93398,-723.0415791476102,-161.88411160925347
-747.90094,-155.80124,-724.9680771897641,-162.96813656142928
-749.70306,-157.70024,-727.508290396342,-164.39553308023378
-751.47174,-159.6304,-730.8482482942,-165.8928189388738
-753.2064,-161.59114,-733.056920879488,-167.29774963670357
-754.9067,-163.58186,-734.9229598969474,-168.93949052534447
-756.5719,-165.60194,-737.8437290611719,-171.02983905047125
-758.2016,-167.65077,-739.8165103322084,-172.26439263144488
-759.79535,-169.72775,-741.9399304664598,-174.51668097693317
-761.35254,-171.83221,-743.7132587049659,-175.89125193356878
-762.8728,-173.96353,-745.5891068212225,-177.42007711116239
-764.35565,-176.12106,-747.4207653469612,-178.91706777695123
-765.8006,-178.30414,-749.3181627829296,-179.63544968895633
-767.2072,-180.51212,-751.6336467035053,-181.12649101085526
-768.5751,-182.7443,-753.2228106683257,-182.89739245452114
-769.9038,-185.0,-755.0852679907783,-184.93832260730818
-771.19293,-187.27856,-757.7677034281122,-187.1276894644321
-772.44214,-189.57927,-759.8524799978644,-188.70701636447936
-773.651,-191.90143,-761.6185078495412,-190.03763214768924
-774.8191,-194.24432,-762.542167200165,-191.96870180033812
-775.94617,-196.60725,-764.1721206561335,-194.43454921583324
-777.0318,-198.9895,-765.8392583298545,-196.47557811949176
-778.07574,-201.39034,-767.673234023843,-198.5567909797379
-779.0776,-203.809,-768.6132746283838,-199.73162313262264
-780.03705,-206.24481,-769.5396810625108,-201.60986244811878
-780.9539,-208.69698,-771.0184284873214,-203.9153193234448
-781.82776,-211.16478,-771.8909705467933,-205.60622475194793
-782.65845,-213.64745,-772.6610657109057,-207.5341569840446
-783.44574,-216.14424,-774.1645625252204,-208.58628533194178
-784.1893,-218.6544,-775.3806659443353,-210.7260481471319
-784.88885,-221.17714,-776.9597965455258,-213.20459685384716
-785.5444,-223.71172,-778.5081482979201,-215.30578224603758
-786.1555,-226.25734,-779.9364725092471,-217.78554590024783
-786.72217,-228.81325,-780.4671773842052,-219.67147625264246
-787.2441,-231.37865,-781.2982855571544,-221.92752159917143
-787.7212,-233.95277,-782.5536707909962,-224.5277902755665
-788.15326,-236.53484,-783.441066043184,-226.7633887127315
-788.5402,-239.12404,-784.3922593013116,-229.66196736348698
-788.8819,-241.7196,-785.3154519352329,-232.66044267041195
-789.1783,-244.32072,-787.0810291428745,-235.25273858547672
-789.4292,-246.92664,-787.7423927959361,-237.6967746932105
-789.6346,-249.53653,-788.7573834978747,-240.2925624291176
-789.79443,-252.14961,-789.6439071960951,-243.55449648637287
-789.9086,-254.76508,-790.1593903287165,-246.70406957863923
-789.9772,-257.38214,-790.798693985385,-248.608926208314
-790.0,-260.0,-791.4668018533787,-250.90900190614371
-789.9772,-262.61786,-792.0831747286234,-252.8144875496758
-789.9086,-265.23492,-793.3159067518233,-254.47649504297272
-789.79443,-267.8504,-793.6039532382489,-257.2460135432972
-789.6346,-270.46347,-794.0697592706496,-260.35008908809004
-789.4292,-273.07336,-794.4862129962276,-262.41230082046985
-789.1783,-275.67926,-794.517161687388,-265.0711883456654
-788.8819,-278.2804,-794.8950718817771,-267.4075096432518
-788.5402,-280.87598,-795.6945115219448,-271.0107731848447
-788.15326,-283.46518,-796.042997709112,-273.15070995825585
-787.7212,-286.04724,-796.0003894010598,-275.28076181960944
-787.2441,-288.62134,-795.3564311815059,-278.6808293844909
-786.72217,-291.18677,-795.6499067206253,-281.1028664844173
-786.1555,-293.74265,-796.0212910927914,-284.27701878715027
-785.5444,-296.2883,-796.0452423847781,-286.3020354130408
-784.88885,-298.82285,-796.1846107209986,-288.75258606107224
-784.1893,-301.3456,-795.7518216673342,-291.04685522748
-783.44574,-303.85574,-795.6252173269252,-292.86805167367584
-782.65845,-306.35254,-796.0137412852525,-295.2810748872316
-781.82776,-308.83524,-797.1476233948597,-298.7704858038907
-780.9539,-311.303,-798.623546819333,-301.75267971138913
-780.03705,-313.7552,-798.8560389875306,-303.9993775060708
-779.0776,-316.19098,-798.4597547128507,-306.7857282229268
-778.07574,-318.60968,-797.7026016055617,-308.5977231087182
-777.0318,-321.0105,-797.5660346469338,-310.5342138753817
-775.94617,-323.39273,-797.0048731710299,-312.8044954992882
-774.8191,-325.75568,-796.6357056227351,-314.5464097827546
-773.651,-328.09857,-795.3064977344555,-316.57458628878396
-772.44214,-330.42075,-793.7957769829027,-317.85452839352536
-771.19293,-332.72144,-792.9130797256619,-321.1022796416506
-769.9038,-335.0,-791.6117268877856,-323.9231500918608
-768.5751,-337.2557,-791.0859041820024,-324.67916421171975
-767.2072,-339.48788,-788.9506207717112,-326.9206075327495
-765.8006,-341.69586,-787.7063143825144,-328.3205552950429
-764.35565,-343.87894,-785.9325228753305,-331.24970677061896
-762.8728,-346.03647,-785.2543095388669,-333.3384368369042
-761.35254,-348.1678,-783.9300369333705,-335.2462937101453
-759.79535,-350.27225,-782.7452656305319,-337.8025874683072
-758.2016,-352.3492,-781.2211171206341,-340.2994721976147
-756.5719,-354.39807,-778.6608697048605,-342.5131934660362
-754.9067,-356.41815,-776.1227250124523,-344.87519435605344
-753.2064,-358.40884,-773.7978509133882,-348.539373722261
-751.47174,-360.3696,-771.9550211060712,-351.0533868718938
-749.70306,-362.29974,-770.737021839691,-353.74085991110303
-747.90094,-364.19876,-768.7945217630796,-355.92338508508135
-746.06604,-366.066,-766.8965497532785,-358.6844209520073
-744.1987,-367.90097,-764.9893620246847,-361.079251946859
-742.29974,-369.70306,-764.1813980333766,-363.5333226077686
-740.36957,-371.4717,-762.9071328777965,-366.71592678598006
-738.4089,-373.20645,-760.2853507386144,-368.68050455207083
-736.41815,-374.90668,-758.0528209070226,-370.3147876869648
-734.3981,-376.5719,-754.8298706595692,-373.4667582179803
-732.34924,-378.2016,-753.0499442613716,-375.17411175424706
-730.2723,-379.79532,-750.5491488885874,-377.0898101050047
-728.1678,-381.35254,-748.2422893623777,-378.8393838664331
-726.03644,-382.8728,-746.096422711265,-380.3045763816745
-723.8789,-384.35562,-744.0359701379405,-382.1208202876862
-721.69586,-385.8006,-743.0178748494043,-383.562360509277
-719.4879,-387.2072,-740.9696325305638,-385.6195302503764
-717.25574,-388.5751,-738.7959680521308,-386.63769974357734
-715.0,-389.9038,-736.1732172520507,-387.87575688565573
-712.72144,-391.19296,-734.0868753394642,-389.19390254295035
-710.4207,-392.44214,-731.8859501342347,-391.78997362250334
-708.0986,-393.65097,-729.6946378856685,-392.95844636529347
-705.7557,-394.8191,-727.273250138844,-394.59655511980947
-703.39276,-395.94617,-725.0203977383792,-395.67797824835975
-701.0105,-397.03183,-721.8329657421758,-398.0123163261067
-698.6097,-398.0757,-718.7064001948577,-399.87344617948906
-696.191,-399.07758,-715.9500440853767,-400.62745659410325
-693.7552,-400.03708,-713.5176310788088,-401.3245243467631
-691.30304,-400.9539,-711.0465985909278,-402.4034309781443
-688.8352,-401.8278,-708.786213188542,-402.5499919486387
-686.35254,-402.65848,-706.7313979896321,-404.151929186585
-683.8558,-403.4457,-704.4140486024266,-405.54841906837544
-681.3456,-404.18924,-702.4236476704823,-406.7203411034532
-678.8229,-404.8889,-699.4832744249925,-408.65795522021654
-676.28827,-405.54437,-696.3526726254369,-409.68256085991436
-673.7427,-406.15552,-692.2475190926326,-410.59288208033547
-671.18677,-406.72214,-689.304308462659,-410.63180463854013
-668.62134,-407.24408,-687.8612321966448,-410.5145721418402
-666.04724,-407.72116,-686.1543527682975,-410.76616424793076
-663.46515,-408.15326,-683.8329627384513,-411.4958217895562
-660.876,-408.54022,-681.5979330312546,-411.0525095445364
-658.2804,-408.88193,-679.5075383926057,-411.283992287668
-655.67926,-409.17828,-677.443843218983,-411.9896108599864
-653.07336,-409.4292,-674.5023256751152,-412.9198363181004
-650.4635,-409.6346,-671.5929147126689,-412.7095481345811
-647.8504,-409.79443,-668.4917274322797,-413.4592738838459
-645.2349,-409.90863,-665.8793446160844,-414.10440171931845
-642.61786,-409.97714,-663.8290782756513,-414.71279690096753
-640.0,-410.0,-661.6938101623537,-415.9703761679725
-637.38214,-409.97714,-659.2914449820427,-416.80877533443106
-634.7651,-409.90863,-656.5909371574322,-416.79838627051134
-632.1496,-409.79443,-653.5149786815792,-417.69399359998386
-629.5365,-409.6346,-650.9615856705893,-417.6277985995378
-626.92664,-409.4292,-647.9047542672943,-417.74852348025183
-624.32074,-409.17828,-645.5822282602675,-417.60844255900236
-621.7196,-408.88193,-642.758010336741,-418.45475525763163
-619.124,-408.54022,-639.8269855553762,-419.2490317280152
-616.53485,-408.15326,-636.5027030016921,-420.3770132173553
-613.95276,-407.72116,-633.7407750824226,-419.55878937255386
-611.37866,-407.24408,-631.5859595637809,-417.3255682433458
-608.81323,-406.72214,-629.1964764214745,-416.43206638091567
-606.2573,-406.15552,-625.0156508085768,-416.8853533644588
-603.71173,-405.54437,-621.6067946749998,-415.6450355267313
-601.1771,-404.8889,-619.4167240028136,-412.9293076565601
-598.6544,-404.18924,-618.3143236967078,-410.76928425199446
-596.1442,-403.4457,-616.7706657515829,-408.76534133775647
-593.64746,-402.65848,-614.2144588881523,-407.5262422723787
